NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-09-28;Altres;N/A;--;5;16;0;0;0;59;14;0;3;2;2;0;16;0;84;96
CATALUNYA;GLOBAL;2021-09-28;Dona;0 a 9;No;9;87;442;0;0;2;0;0;3;6;4;6;80;403;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;10 a 19;No;10;79;680;0;0;1;0;0;2;8;2;4;61;573;413;1277
CATALUNYA;GLOBAL;2021-09-28;Dona;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;20 a 29;No;6;239;371;0;0;5;0;0;1;5;1;2;169;300;529;540
CATALUNYA;GLOBAL;2021-09-28;Dona;20 a 29;Si;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;30 a 39;No;17;295;411;0;1;8;2;0;0;17;0;16;240;370;306;532
CATALUNYA;GLOBAL;2021-09-28;Dona;30 a 39;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;40 a 49;No;13;352;409;0;0;19;7;0;0;13;0;10;274;354;174;213
CATALUNYA;GLOBAL;2021-09-28;Dona;40 a 49;Si;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;50 a 59;No;15;312;247;0;0;21;6;0;2;13;2;9;261;221;92;91
CATALUNYA;GLOBAL;2021-09-28;Dona;50 a 59;Si;0;4;2;0;0;0;0;0;0;0;0;0;3;2;0;1
CATALUNYA;GLOBAL;2021-09-28;Dona;60 a 69;No;8;179;187;0;0;40;14;0;2;6;2;3;148;168;52;108
CATALUNYA;GLOBAL;2021-09-28;Dona;60 a 69;Si;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Dona;70 a 79;No;3;159;120;0;0;23;4;0;0;3;1;2;138;106;13;16
CATALUNYA;GLOBAL;2021-09-28;Dona;70 a 79;Si;0;14;0;0;0;3;0;0;0;0;0;0;7;0;0;2
CATALUNYA;GLOBAL;2021-09-28;Dona;80 o més;No;1;155;60;0;0;20;0;0;0;1;0;1;147;56;10;9
CATALUNYA;GLOBAL;2021-09-28;Dona;80 o més;Si;0;58;4;0;0;8;0;0;0;0;0;0;36;3;2;8
CATALUNYA;GLOBAL;2021-09-28;Home;0 a 9;No;9;72;479;0;0;1;0;0;1;8;1;7;67;449;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;10 a 19;No;9;83;694;0;0;3;0;0;2;7;2;3;75;584;441;1492
CATALUNYA;GLOBAL;2021-09-28;Home;10 a 19;Si;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CATALUNYA;GLOBAL;2021-09-28;Home;20 a 29;No;10;93;317;0;0;3;1;0;1;9;1;3;69;262;639;639
CATALUNYA;GLOBAL;2021-09-28;Home;20 a 29;Si;0;2;0;0;0;0;0;0;0;0;0;0;1;0;5;0
CATALUNYA;GLOBAL;2021-09-28;Home;30 a 39;No;11;132;278;0;0;12;6;0;2;9;1;7;106;240;297;538
CATALUNYA;GLOBAL;2021-09-28;Home;30 a 39;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
CATALUNYA;GLOBAL;2021-09-28;Home;40 a 49;No;18;133;309;0;0;25;8;0;5;13;4;7;118;287;186;273
CATALUNYA;GLOBAL;2021-09-28;Home;40 a 49;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;50 a 59;No;8;173;169;0;1;31;19;0;2;6;3;5;146;149;94;101
CATALUNYA;GLOBAL;2021-09-28;Home;50 a 59;Si;0;4;0;0;0;3;0;0;0;0;0;0;2;0;0;1
CATALUNYA;GLOBAL;2021-09-28;Home;60 a 69;No;7;168;111;0;2;52;27;0;0;7;0;7;147;93;33;102
CATALUNYA;GLOBAL;2021-09-28;Home;60 a 69;Si;0;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0
CATALUNYA;GLOBAL;2021-09-28;Home;70 a 79;No;7;182;75;0;1;60;24;0;4;3;4;0;166;68;6;19
CATALUNYA;GLOBAL;2021-09-28;Home;70 a 79;Si;0;10;1;0;0;4;2;0;0;0;0;0;6;0;0;0
CATALUNYA;GLOBAL;2021-09-28;Home;80 o més;No;1;145;49;0;0;40;1;0;1;0;2;0;129;44;2;4
CATALUNYA;GLOBAL;2021-09-28;Home;80 o més;Si;1;26;1;0;0;5;0;0;1;0;1;0;17;0;0;0
CATALUNYA;GLOBAL;2021-09-27;Altres;N/A;--;13;884;2;0;0;62;17;0;8;5;6;0;878;2;79;98
CATALUNYA;GLOBAL;2021-09-27;Dona;0 a 9;No;40;564;1062;0;0;1;0;0;30;10;34;16;525;967;1;0
CATALUNYA;GLOBAL;2021-09-27;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;10 a 19;No;23;477;1359;0;0;1;0;0;12;11;12;12;405;1164;493;1452
CATALUNYA;GLOBAL;2021-09-27;Dona;10 a 19;Si;0;2;3;0;0;0;0;0;0;0;0;0;2;2;0;3
CATALUNYA;GLOBAL;2021-09-27;Dona;20 a 29;No;21;728;873;2;0;8;0;0;9;12;12;12;563;718;748;562
CATALUNYA;GLOBAL;2021-09-27;Dona;20 a 29;Si;0;4;0;0;0;1;0;0;0;0;0;0;3;0;1;0
CATALUNYA;GLOBAL;2021-09-27;Dona;30 a 39;No;34;903;989;1;0;9;2;0;11;23;14;20;733;850;575;628
CATALUNYA;GLOBAL;2021-09-27;Dona;30 a 39;Si;0;7;1;0;0;0;0;0;0;0;0;0;4;1;1;1
CATALUNYA;GLOBAL;2021-09-27;Dona;40 a 49;No;37;1113;976;2;1;17;7;0;13;24;17;27;925;853;154;262
CATALUNYA;GLOBAL;2021-09-27;Dona;40 a 49;Si;0;22;2;0;0;1;0;0;0;0;0;0;16;2;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;50 a 59;No;23;1085;621;2;0;20;6;0;11;12;11;12;878;538;74;81
CATALUNYA;GLOBAL;2021-09-27;Dona;50 a 59;Si;0;22;1;0;0;0;0;0;0;0;0;0;16;1;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;60 a 69;No;26;773;381;5;0;40;17;0;12;14;13;14;674;340;63;69
CATALUNYA;GLOBAL;2021-09-27;Dona;60 a 69;Si;0;27;10;0;0;0;0;0;0;0;0;0;22;9;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;70 a 79;No;18;684;231;1;0;23;5;0;9;9;8;9;624;210;9;18
CATALUNYA;GLOBAL;2021-09-27;Dona;70 a 79;Si;2;57;7;1;0;2;0;0;1;1;1;1;37;5;0;0
CATALUNYA;GLOBAL;2021-09-27;Dona;80 o més;No;8;608;179;1;0;23;0;1;4;4;4;3;550;167;3;11
CATALUNYA;GLOBAL;2021-09-27;Dona;80 o més;Si;5;369;80;2;0;11;0;1;2;3;2;3;222;70;1;1
CATALUNYA;GLOBAL;2021-09-27;Home;0 a 9;No;58;652;1211;0;0;1;0;0;36;22;41;20;614;1104;0;1
CATALUNYA;GLOBAL;2021-09-27;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CATALUNYA;GLOBAL;2021-09-27;Home;10 a 19;No;42;460;1480;2;0;2;0;0;25;17;26;18;396;1275;480;1582
CATALUNYA;GLOBAL;2021-09-27;Home;10 a 19;Si;0;0;4;0;0;0;0;0;0;0;0;0;0;3;3;4
CATALUNYA;GLOBAL;2021-09-27;Home;20 a 29;No;15;377;613;0;0;4;1;0;6;9;5;10;314;500;872;688
CATALUNYA;GLOBAL;2021-09-27;Home;20 a 29;Si;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;1
CATALUNYA;GLOBAL;2021-09-27;Home;30 a 39;No;27;474;639;0;0;14;6;0;8;19;11;17;413;555;621;665
CATALUNYA;GLOBAL;2021-09-27;Home;30 a 39;Si;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-27;Home;40 a 49;No;25;694;672;2;0;25;8;0;11;14;15;15;599;604;187;290
CATALUNYA;GLOBAL;2021-09-27;Home;40 a 49;Si;0;19;3;0;0;0;0;0;0;0;0;0;13;2;0;0
CATALUNYA;GLOBAL;2021-09-27;Home;50 a 59;No;22;678;381;1;0;28;18;0;9;13;12;15;586;340;99;114
CATALUNYA;GLOBAL;2021-09-27;Home;50 a 59;Si;0;15;2;0;0;3;0;0;0;0;0;0;9;2;1;1
CATALUNYA;GLOBAL;2021-09-27;Home;60 a 69;No;12;752;255;3;1;56;29;0;5;7;5;8;636;214;37;64
CATALUNYA;GLOBAL;2021-09-27;Home;60 a 69;Si;0;30;8;1;0;0;0;0;0;0;0;0;18;7;0;0
CATALUNYA;GLOBAL;2021-09-27;Home;70 a 79;No;13;704;188;8;2;62;26;0;9;4;9;4;620;169;9;19
CATALUNYA;GLOBAL;2021-09-27;Home;70 a 79;Si;1;38;6;1;0;4;1;0;1;0;1;0;25;5;1;0
CATALUNYA;GLOBAL;2021-09-27;Home;80 o més;No;13;529;110;8;1;42;4;0;7;6;6;6;476;98;1;3
CATALUNYA;GLOBAL;2021-09-27;Home;80 o més;Si;0;109;24;0;0;4;0;0;0;0;0;0;69;18;0;0
CATALUNYA;GLOBAL;2021-09-26;Altres;N/A;--;5;328;0;1;0;65;17;0;2;3;0;0;325;0;13;18
CATALUNYA;GLOBAL;2021-09-26;Dona;0 a 9;No;9;101;243;1;0;3;0;0;4;5;3;4;91;222;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;10 a 19;No;11;87;335;0;0;2;0;0;0;11;1;10;77;295;86;367
CATALUNYA;GLOBAL;2021-09-26;Dona;10 a 19;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;20 a 29;No;6;170;225;0;0;6;1;0;2;4;2;4;126;189;95;113
CATALUNYA;GLOBAL;2021-09-26;Dona;20 a 29;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;30 a 39;No;13;210;230;0;1;10;3;0;5;8;4;7;174;192;62;110
CATALUNYA;GLOBAL;2021-09-26;Dona;30 a 39;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;40 a 49;No;15;213;236;0;1;16;8;0;2;13;4;12;175;204;21;31
CATALUNYA;GLOBAL;2021-09-26;Dona;40 a 49;Si;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;50 a 59;No;8;218;136;1;1;19;6;0;0;8;0;8;188;117;8;15
CATALUNYA;GLOBAL;2021-09-26;Dona;50 a 59;Si;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;60 a 69;No;5;191;92;3;1;40;17;0;2;3;1;3;164;89;3;8
CATALUNYA;GLOBAL;2021-09-26;Dona;60 a 69;Si;0;3;2;0;0;0;0;0;0;0;0;0;3;1;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;70 a 79;No;4;257;59;1;0;23;6;0;1;3;2;3;242;53;2;2
CATALUNYA;GLOBAL;2021-09-26;Dona;70 a 79;Si;0;19;4;1;0;2;0;0;0;0;0;0;14;3;0;0
CATALUNYA;GLOBAL;2021-09-26;Dona;80 o més;No;1;296;50;1;0;26;0;0;1;0;1;0;267;45;0;1
CATALUNYA;GLOBAL;2021-09-26;Dona;80 o més;Si;3;82;14;3;0;10;0;1;2;1;2;1;50;11;0;1
CATALUNYA;GLOBAL;2021-09-26;Home;0 a 9;No;7;139;289;1;0;1;0;0;1;6;1;6;123;272;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;10 a 19;No;13;98;287;1;0;3;0;0;5;8;5;7;84;253;77;396
CATALUNYA;GLOBAL;2021-09-26;Home;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
CATALUNYA;GLOBAL;2021-09-26;Home;20 a 29;No;3;101;163;0;0;4;1;0;1;2;1;2;78;137;105;105
CATALUNYA;GLOBAL;2021-09-26;Home;20 a 29;Si;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1
CATALUNYA;GLOBAL;2021-09-26;Home;30 a 39;No;6;131;141;0;0;16;6;0;2;4;2;4;114;118;82;125
CATALUNYA;GLOBAL;2021-09-26;Home;30 a 39;Si;0;2;2;0;0;0;0;0;0;0;0;0;2;1;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;40 a 49;No;9;187;140;1;0;28;9;0;1;8;1;5;164;127;21;49
CATALUNYA;GLOBAL;2021-09-26;Home;40 a 49;Si;0;4;1;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;50 a 59;No;4;209;105;1;1;31;18;0;1;3;1;3;178;95;10;12
CATALUNYA;GLOBAL;2021-09-26;Home;50 a 59;Si;0;2;3;0;0;3;0;0;0;0;0;0;1;2;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;60 a 69;No;4;239;62;2;1;66;30;0;0;4;1;3;209;55;2;7
CATALUNYA;GLOBAL;2021-09-26;Home;60 a 69;Si;0;5;2;0;0;0;0;0;0;0;0;0;4;2;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;70 a 79;No;4;238;41;1;0;63;26;0;1;3;1;3;215;38;2;2
CATALUNYA;GLOBAL;2021-09-26;Home;70 a 79;Si;0;8;3;0;0;3;1;0;0;0;0;0;5;3;0;0
CATALUNYA;GLOBAL;2021-09-26;Home;80 o més;No;5;221;37;3;0;40;4;0;4;1;4;1;199;33;0;1
CATALUNYA;GLOBAL;2021-09-26;Home;80 o més;Si;1;23;7;0;0;5;0;1;0;1;0;1;13;5;0;0
CATALUNYA;GLOBAL;2021-09-25;Altres;N/A;--;6;1275;1;0;0;64;17;0;4;2;4;0;1268;1;18;18
CATALUNYA;GLOBAL;2021-09-25;Dona;0 a 9;No;20;170;285;0;0;2;0;0;8;12;6;10;159;262;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;10 a 19;No;8;177;300;0;0;2;0;0;4;4;3;4;156;261;160;599
CATALUNYA;GLOBAL;2021-09-25;Dona;10 a 19;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;20 a 29;No;9;381;274;1;0;7;1;0;2;7;2;7;276;224;140;182
CATALUNYA;GLOBAL;2021-09-25;Dona;20 a 29;Si;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;30 a 39;No;12;452;271;4;0;11;2;0;4;8;3;8;353;237;131;192
CATALUNYA;GLOBAL;2021-09-25;Dona;30 a 39;Si;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;40 a 49;No;13;503;257;1;0;17;7;0;3;10;4;11;382;227;25;71
CATALUNYA;GLOBAL;2021-09-25;Dona;40 a 49;Si;0;9;1;0;0;1;0;0;0;0;0;0;3;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;50 a 59;No;9;489;174;4;0;17;5;0;1;8;3;9;391;154;21;27
CATALUNYA;GLOBAL;2021-09-25;Dona;50 a 59;Si;0;10;2;0;0;0;0;0;0;0;0;0;7;2;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;60 a 69;No;5;356;110;0;1;40;16;0;0;5;1;5;302;97;7;9
CATALUNYA;GLOBAL;2021-09-25;Dona;60 a 69;Si;0;9;1;0;0;0;0;0;0;0;0;0;5;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;70 a 79;No;5;344;80;1;0;21;6;0;0;5;0;5;318;71;5;4
CATALUNYA;GLOBAL;2021-09-25;Dona;70 a 79;Si;0;18;3;0;0;2;0;0;0;0;0;0;10;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Dona;80 o més;No;0;310;41;2;0;26;0;0;0;0;0;0;285;38;2;1
CATALUNYA;GLOBAL;2021-09-25;Dona;80 o més;Si;1;142;12;3;0;8;0;1;1;0;1;0;96;5;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;0 a 9;No;20;193;305;1;0;0;0;0;9;11;8;12;183;281;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;0 a 9;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;10 a 19;No;8;166;284;1;0;3;0;0;6;2;5;3;140;246;135;578
CATALUNYA;GLOBAL;2021-09-25;Home;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
CATALUNYA;GLOBAL;2021-09-25;Home;20 a 29;No;6;217;207;0;0;4;1;0;2;4;3;4;172;166;197;195
CATALUNYA;GLOBAL;2021-09-25;Home;20 a 29;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;30 a 39;No;10;236;189;0;0;16;6;0;5;5;4;5;202;165;152;192
CATALUNYA;GLOBAL;2021-09-25;Home;30 a 39;Si;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;40 a 49;No;13;370;188;0;0;27;9;0;5;8;6;8;326;165;64;107
CATALUNYA;GLOBAL;2021-09-25;Home;40 a 49;Si;0;10;2;0;0;0;0;0;0;0;0;0;7;2;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;50 a 59;No;11;376;119;2;0;30;17;0;3;8;4;8;331;108;24;37
CATALUNYA;GLOBAL;2021-09-25;Home;50 a 59;Si;0;13;1;0;0;3;0;0;0;0;0;0;8;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;60 a 69;No;13;345;85;4;1;64;29;0;8;5;7;5;296;73;7;14
CATALUNYA;GLOBAL;2021-09-25;Home;60 a 69;Si;0;10;1;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;70 a 79;No;3;314;63;1;1;62;26;1;2;1;2;1;273;58;3;5
CATALUNYA;GLOBAL;2021-09-25;Home;70 a 79;Si;0;13;4;0;0;3;1;0;0;0;0;0;7;3;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;80 o més;No;4;290;46;2;1;40;4;1;3;1;3;1;261;43;0;0
CATALUNYA;GLOBAL;2021-09-25;Home;80 o més;Si;0;49;9;0;0;5;0;0;0;0;0;0;31;6;0;0
CATALUNYA;GLOBAL;2021-09-24;Altres;N/A;--;7;1201;2;3;2;66;20;0;5;2;3;0;1189;2;84;103
CATALUNYA;GLOBAL;2021-09-24;Dona;0 a 9;No;61;369;729;0;0;2;0;0;35;26;34;26;344;677;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;10 a 19;No;16;387;607;1;0;2;0;0;8;8;9;9;339;505;836;2603
CATALUNYA;GLOBAL;2021-09-24;Dona;10 a 19;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
CATALUNYA;GLOBAL;2021-09-24;Dona;20 a 29;No;10;775;487;0;0;8;1;0;4;6;6;6;596;384;595;708
CATALUNYA;GLOBAL;2021-09-24;Dona;20 a 29;Si;0;3;3;0;0;0;0;0;0;0;0;0;1;3;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;30 a 39;No;30;947;499;3;0;11;2;0;15;15;19;16;749;415;630;863
CATALUNYA;GLOBAL;2021-09-24;Dona;30 a 39;Si;0;4;2;0;0;0;0;0;0;0;0;0;3;1;1;1
CATALUNYA;GLOBAL;2021-09-24;Dona;40 a 49;No;30;1078;525;0;0;18;7;0;17;13;18;13;826;454;261;391
CATALUNYA;GLOBAL;2021-09-24;Dona;40 a 49;Si;0;8;3;0;0;1;0;0;0;0;0;0;6;2;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;50 a 59;No;18;1101;376;2;0;16;6;0;9;9;11;9;885;311;127;164
CATALUNYA;GLOBAL;2021-09-24;Dona;50 a 59;Si;0;10;4;0;0;0;0;0;0;0;0;0;4;2;0;0
CATALUNYA;GLOBAL;2021-09-24;Dona;60 a 69;No;11;585;244;0;1;42;17;1;4;7;7;7;498;209;61;122
CATALUNYA;GLOBAL;2021-09-24;Dona;60 a 69;Si;0;15;4;0;0;0;0;0;0;0;0;0;9;2;0;2
CATALUNYA;GLOBAL;2021-09-24;Dona;70 a 79;No;8;506;143;1;0;23;6;0;2;6;4;6;467;128;10;28
CATALUNYA;GLOBAL;2021-09-24;Dona;70 a 79;Si;0;45;8;0;0;2;0;0;0;0;0;0;26;5;0;3
CATALUNYA;GLOBAL;2021-09-24;Dona;80 o més;No;14;464;95;1;0;27;0;0;9;5;11;5;426;89;10;20
CATALUNYA;GLOBAL;2021-09-24;Dona;80 o més;Si;7;342;48;1;0;10;0;0;7;0;7;0;211;24;8;9
CATALUNYA;GLOBAL;2021-09-24;Home;0 a 9;No;47;393;772;0;0;0;0;0;31;16;30;15;362;694;0;1
CATALUNYA;GLOBAL;2021-09-24;Home;0 a 9;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-24;Home;10 a 19;No;14;370;596;0;0;3;0;0;7;7;8;7;324;513;834;2673
CATALUNYA;GLOBAL;2021-09-24;Home;10 a 19;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;5
CATALUNYA;GLOBAL;2021-09-24;Home;20 a 29;No;9;433;342;0;0;4;1;0;2;7;3;6;330;281;748;883
CATALUNYA;GLOBAL;2021-09-24;Home;20 a 29;Si;0;2;1;0;0;0;0;0;0;0;0;0;2;0;2;2
CATALUNYA;GLOBAL;2021-09-24;Home;30 a 39;No;22;468;332;1;0;17;6;0;10;12;14;11;377;297;649;777
CATALUNYA;GLOBAL;2021-09-24;Home;30 a 39;Si;0;3;5;0;0;0;0;0;0;0;0;0;1;2;0;0
CATALUNYA;GLOBAL;2021-09-24;Home;40 a 49;No;27;607;341;0;0;27;9;0;14;13;18;14;511;297;349;455
CATALUNYA;GLOBAL;2021-09-24;Home;40 a 49;Si;0;10;10;0;0;0;0;0;0;0;0;0;6;4;0;1
CATALUNYA;GLOBAL;2021-09-24;Home;50 a 59;No;16;577;209;1;1;30;19;2;7;9;9;8;497;185;166;175
CATALUNYA;GLOBAL;2021-09-24;Home;50 a 59;Si;0;13;2;0;0;3;0;0;0;0;0;0;9;1;0;1
CATALUNYA;GLOBAL;2021-09-24;Home;60 a 69;No;13;551;176;3;0;64;30;0;5;8;8;9;480;160;75;116
CATALUNYA;GLOBAL;2021-09-24;Home;60 a 69;Si;0;16;4;0;0;0;0;0;0;0;0;0;11;3;1;1
CATALUNYA;GLOBAL;2021-09-24;Home;70 a 79;No;10;534;123;3;2;61;26;1;3;7;4;7;472;111;10;25
CATALUNYA;GLOBAL;2021-09-24;Home;70 a 79;Si;0;26;7;0;1;3;1;0;0;0;0;0;16;2;1;1
CATALUNYA;GLOBAL;2021-09-24;Home;80 o més;No;7;381;60;7;0;43;3;2;5;2;8;2;347;55;7;11
CATALUNYA;GLOBAL;2021-09-24;Home;80 o més;Si;1;99;19;0;0;8;0;0;1;0;1;0;63;10;1;3
CATALUNYA;GLOBAL;2021-09-23;Altres;N/A;--;6;1286;3;1;1;68;18;0;1;5;1;0;1276;3;131;131
CATALUNYA;GLOBAL;2021-09-23;Dona;0 a 9;No;39;343;772;1;0;3;0;0;24;15;29;15;310;717;0;0
CATALUNYA;GLOBAL;2021-09-23;Dona;0 a 9;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
CATALUNYA;GLOBAL;2021-09-23;Dona;10 a 19;No;18;376;809;0;0;1;0;0;8;10;10;9;313;676;937;2427
CATALUNYA;GLOBAL;2021-09-23;Dona;10 a 19;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4
CATALUNYA;GLOBAL;2021-09-23;Dona;20 a 29;No;27;1170;704;0;0;8;1;0;12;15;9;14;837;576;725;693
CATALUNYA;GLOBAL;2021-09-23;Dona;20 a 29;Si;1;3;2;1;0;0;0;0;1;0;1;0;2;2;0;0
CATALUNYA;GLOBAL;2021-09-23;Dona;30 a 39;No;20;1438;706;0;0;11;2;0;8;12;14;13;1071;602;672;757
CATALUNYA;GLOBAL;2021-09-23;Dona;30 a 39;Si;0;4;1;0;0;0;0;0;0;0;0;0;4;1;0;1
CATALUNYA;GLOBAL;2021-09-23;Dona;40 a 49;No;33;1835;676;1;0;16;7;0;16;17;21;18;1373;567;323;385
CATALUNYA;GLOBAL;2021-09-23;Dona;40 a 49;Si;1;3;4;0;0;1;0;0;0;1;0;1;2;3;0;1
CATALUNYA;GLOBAL;2021-09-23;Dona;50 a 59;No;14;1729;406;0;0;16;7;0;5;9;8;11;1298;358;142;145
CATALUNYA;GLOBAL;2021-09-23;Dona;50 a 59;Si;1;10;8;0;0;0;0;0;0;1;0;1;8;8;0;1
CATALUNYA;GLOBAL;2021-09-23;Dona;60 a 69;No;22;833;279;7;1;43;18;0;11;11;11;12;671;247;81;130
CATALUNYA;GLOBAL;2021-09-23;Dona;60 a 69;Si;0;11;9;0;0;1;0;0;0;0;0;0;10;6;0;2
CATALUNYA;GLOBAL;2021-09-23;Dona;70 a 79;No;6;444;160;1;1;23;6;0;4;2;6;2;403;148;19;37
CATALUNYA;GLOBAL;2021-09-23;Dona;70 a 79;Si;0;37;8;4;0;2;0;0;0;0;0;0;24;5;2;1
CATALUNYA;GLOBAL;2021-09-23;Dona;80 o més;No;9;518;117;6;0;28;0;3;6;3;6;3;474;106;20;27
CATALUNYA;GLOBAL;2021-09-23;Dona;80 o més;Si;2;217;74;3;0;14;0;0;2;0;2;0;144;48;8;17
CATALUNYA;GLOBAL;2021-09-23;Home;0 a 9;No;28;382;832;0;0;0;0;0;19;9;21;8;344;769;0;0
CATALUNYA;GLOBAL;2021-09-23;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2021-09-23;Home;10 a 19;No;26;383;892;0;0;4;0;0;15;11;17;11;341;756;1018;2607
CATALUNYA;GLOBAL;2021-09-23;Home;10 a 19;Si;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;10
